column_number,row_letter,concentration,well,plate,mouse_id,name
13,2,0.3357961965227469,2.013.0,MAA000154,30_2_M,2.013.0-MAA000154-30_2_M-1
13,3,2.097858486772657,3.013.0,MAA000154,30_2_M,3.013.0-MAA000154-30_2_M-1
13,4,1.0006557240014418,4.013.0,MAA000154,30_2_M,4.013.0-MAA000154-30_2_M-1
13,5,2.282630400957264,5.013.0,MAA000154,30_2_M,5.013.0-MAA000154-30_2_M-1
13,6,0.9257702220911076,6.013.0,MAA000154,30_2_M,6.013.0-MAA000154-30_2_M-1
13,7,0.3104204169865911,7.013.0,MAA000154,30_2_M,7.013.0-MAA000154-30_2_M-1
13,8,1.6022329744643906,8.013.0,MAA000154,30_2_M,8.013.0-MAA000154-30_2_M-1
13,9,0.3725385467992749,9.013.0,MAA000154,30_2_M,9.013.0-MAA000154-30_2_M-1
13,10,0.32608979053088966,10.013.0,MAA000154,30_2_M,10.013.0-MAA000154-30_2_M-1
13,11,2.5307646720986905,11.013.0,MAA000154,30_2_M,11.013.0-MAA000154-30_2_M-1
13,12,-0.022698990424385678,12.013.0,MAA000154,30_2_M,12.013.0-MAA000154-30_2_M-1
13,13,1.1247007479466349,13.013.0,MAA000154,30_2_M,13.013.0-MAA000154-30_2_M-1
13,14,2.611805572464642,14.013.0,MAA000154,30_2_M,14.013.0-MAA000154-30_2_M-1
13,15,0.9932417557256765,15.013.0,MAA000154,30_2_M,15.013.0-MAA000154-30_2_M-1
14,0,0.9615671509737729,0.014.0,MAA000154,30_2_M,0.014.0-MAA000154-30_2_M-1
14,1,0.26295333072127663,1.014.0,MAA000154,30_2_M,1.014.0-MAA000154-30_2_M-1
14,2,0.3606377113774152,2.014.0,MAA000154,30_2_M,2.014.0-MAA000154-30_2_M-1
14,3,2.5318057113326407,3.014.0,MAA000154,30_2_M,3.014.0-MAA000154-30_2_M-1
14,4,1.0494399460139583,4.014.0,MAA000154,30_2_M,4.014.0-MAA000154-30_2_M-1
14,5,1.3114172899540166,5.014.0,MAA000154,30_2_M,5.014.0-MAA000154-30_2_M-1
14,6,-0.44669000738528425,6.014.0,MAA000154,30_2_M,6.014.0-MAA000154-30_2_M-1
14,7,0.23175203427780494,7.014.0,MAA000154,30_2_M,7.014.0-MAA000154-30_2_M-1
14,8,1.1764252185418342,8.014.0,MAA000154,30_2_M,8.014.0-MAA000154-30_2_M-1
14,9,0.329033624782576,9.014.0,MAA000154,30_2_M,9.014.0-MAA000154-30_2_M-1
14,10,1.1720925351628806,10.014.0,MAA000154,30_2_M,10.014.0-MAA000154-30_2_M-1
14,11,1.1062357478027853,11.014.0,MAA000154,30_2_M,11.014.0-MAA000154-30_2_M-1
14,12,3.0560257387189997,12.014.0,MAA000154,30_2_M,12.014.0-MAA000154-30_2_M-1
14,13,1.6222302504956385,13.014.0,MAA000154,30_2_M,13.014.0-MAA000154-30_2_M-1
14,14,0.4912660236126156,14.014.0,MAA000154,30_2_M,14.014.0-MAA000154-30_2_M-1
14,15,1.3088391939406643,15.014.0,MAA000154,30_2_M,15.014.0-MAA000154-30_2_M-1
15,0,1.3192089486981267,0.015.0,MAA000154,30_2_M,0.015.0-MAA000154-30_2_M-1
15,1,0.8721082950111403,1.015.0,MAA000154,30_2_M,1.015.0-MAA000154-30_2_M-1
15,2,1.2921765900824593,2.015.0,MAA000154,30_2_M,2.015.0-MAA000154-30_2_M-1
15,3,1.1376796745154785,3.015.0,MAA000154,30_2_M,3.015.0-MAA000154-30_2_M-1
15,4,3.2966372762915617,4.015.0,MAA000154,30_2_M,4.015.0-MAA000154-30_2_M-1
15,5,0.9553735053821211,5.015.0,MAA000154,30_2_M,5.015.0-MAA000154-30_2_M-1
15,6,0.81777465260456,6.015.0,MAA000154,30_2_M,6.015.0-MAA000154-30_2_M-1
15,7,1.665018038711683,7.015.0,MAA000154,30_2_M,7.015.0-MAA000154-30_2_M-1
15,8,1.5576690848687254,8.015.0,MAA000154,30_2_M,8.015.0-MAA000154-30_2_M-1
15,9,1.3916526100172328,9.015.0,MAA000154,30_2_M,9.015.0-MAA000154-30_2_M-1
15,10,1.3660987422539144,10.015.0,MAA000154,30_2_M,10.015.0-MAA000154-30_2_M-1
15,11,0.3336985801558328,11.015.0,MAA000154,30_2_M,11.015.0-MAA000154-30_2_M-1
15,12,1.7772219883850708,12.015.0,MAA000154,30_2_M,12.015.0-MAA000154-30_2_M-1
15,13,0.9434989648662854,13.015.0,MAA000154,30_2_M,13.015.0-MAA000154-30_2_M-1
15,14,1.7132584342587032,14.015.0,MAA000154,30_2_M,14.015.0-MAA000154-30_2_M-1
15,15,0.4711623727342707,15.015.0,MAA000154,30_2_M,15.015.0-MAA000154-30_2_M-1
16,0,0.25433696810641404,0.016.0,MAA000154,30_2_M,0.016.0-MAA000154-30_2_M-1
16,1,0.3247941687977074,1.016.0,MAA000154,30_2_M,1.016.0-MAA000154-30_2_M-1
16,2,0.39216888936918787,2.016.0,MAA000154,30_2_M,2.016.0-MAA000154-30_2_M-1
16,3,0.22100100338299444,3.016.0,MAA000154,30_2_M,3.016.0-MAA000154-30_2_M-1
16,4,4.852064633220914,4.016.0,MAA000154,30_2_M,4.016.0-MAA000154-30_2_M-1
16,5,0.9615635653047696,5.016.0,MAA000154,30_2_M,5.016.0-MAA000154-30_2_M-1
16,6,1.4456742992205285,6.016.0,MAA000154,30_2_M,6.016.0-MAA000154-30_2_M-1
16,7,1.1937368284896315,7.016.0,MAA000154,30_2_M,7.016.0-MAA000154-30_2_M-1
16,8,0.9197546647266184,8.016.0,MAA000154,30_2_M,8.016.0-MAA000154-30_2_M-1
16,9,2.4402408724420863,9.016.0,MAA000154,30_2_M,9.016.0-MAA000154-30_2_M-1
16,10,0.27730676374137436,10.016.0,MAA000154,30_2_M,10.016.0-MAA000154-30_2_M-1
16,11,1.1033409176941438,11.016.0,MAA000154,30_2_M,11.016.0-MAA000154-30_2_M-1
16,12,1.1850929757457438,12.016.0,MAA000154,30_2_M,12.016.0-MAA000154-30_2_M-1
16,13,1.2032854650453446,13.016.0,MAA000154,30_2_M,13.016.0-MAA000154-30_2_M-1
16,14,-0.2957931034975884,14.016.0,MAA000154,30_2_M,14.016.0-MAA000154-30_2_M-1
16,15,1.569922511075907,15.016.0,MAA000154,30_2_M,15.016.0-MAA000154-30_2_M-1
17,0,0.342019722689426,0.017.0,MAA000154,30_2_M,0.017.0-MAA000154-30_2_M-1
17,1,1.4339694803708476,1.017.0,MAA000154,30_2_M,1.017.0-MAA000154-30_2_M-1
17,2,1.4259017251134856,2.017.0,MAA000154,30_2_M,2.017.0-MAA000154-30_2_M-1
17,3,0.8555269663170095,3.017.0,MAA000154,30_2_M,3.017.0-MAA000154-30_2_M-1
17,4,1.5168797095105044,4.017.0,MAA000154,30_2_M,4.017.0-MAA000154-30_2_M-1
17,5,1.5291020599196576,5.017.0,MAA000154,30_2_M,5.017.0-MAA000154-30_2_M-1
17,6,0.34985201901557306,6.017.0,MAA000154,30_2_M,6.017.0-MAA000154-30_2_M-1
17,7,2.0490085274950807,7.017.0,MAA000154,30_2_M,7.017.0-MAA000154-30_2_M-1
17,8,0.8361524014693299,8.017.0,MAA000154,30_2_M,8.017.0-MAA000154-30_2_M-1
17,9,0.09948626653111033,9.017.0,MAA000154,30_2_M,9.017.0-MAA000154-30_2_M-1
17,10,1.3882330770111124,10.017.0,MAA000154,30_2_M,10.017.0-MAA000154-30_2_M-1
17,11,0.8017204172539102,11.017.0,MAA000154,30_2_M,11.017.0-MAA000154-30_2_M-1
17,12,0.38903381943732707,12.017.0,MAA000154,30_2_M,12.017.0-MAA000154-30_2_M-1
17,13,0.38657883139308685,13.017.0,MAA000154,30_2_M,13.017.0-MAA000154-30_2_M-1
17,14,0.49449671138456364,14.017.0,MAA000154,30_2_M,14.017.0-MAA000154-30_2_M-1
17,15,0.40279561707188494,15.017.0,MAA000154,30_2_M,15.017.0-MAA000154-30_2_M-1
18,0,0.3796740281157861,0.018.0,MAA000154,30_2_M,0.018.0-MAA000154-30_2_M-1
18,1,0.3235403798695633,1.018.0,MAA000154,30_2_M,1.018.0-MAA000154-30_2_M-1
18,2,0.31644075524308474,2.018.0,MAA000154,30_2_M,2.018.0-MAA000154-30_2_M-1
18,3,4.297423790010796,3.018.0,MAA000154,30_2_M,3.018.0-MAA000154-30_2_M-1
18,4,1.3609282075511961,4.018.0,MAA000154,30_2_M,4.018.0-MAA000154-30_2_M-1
18,5,0.28696894648219123,5.018.0,MAA000154,30_2_M,5.018.0-MAA000154-30_2_M-1
18,6,0.5182254736252165,6.018.0,MAA000154,30_2_M,6.018.0-MAA000154-30_2_M-1
18,7,1.929863917854359,7.018.0,MAA000154,30_2_M,7.018.0-MAA000154-30_2_M-1
18,8,0.24004449145937196,8.018.0,MAA000154,30_2_M,8.018.0-MAA000154-30_2_M-1
18,9,0.8316762913302455,9.018.0,MAA000154,30_2_M,9.018.0-MAA000154-30_2_M-1
18,10,3.063714608285016,10.018.0,MAA000154,30_2_M,10.018.0-MAA000154-30_2_M-1
18,11,1.331881898178691,11.018.0,MAA000154,30_2_M,11.018.0-MAA000154-30_2_M-1
18,12,2.973417900998619,12.018.0,MAA000154,30_2_M,12.018.0-MAA000154-30_2_M-1
18,13,0.24521741660809232,13.018.0,MAA000154,30_2_M,13.018.0-MAA000154-30_2_M-1
18,14,0.34261374852096804,14.018.0,MAA000154,30_2_M,14.018.0-MAA000154-30_2_M-1
18,15,0.5247322676431541,15.018.0,MAA000154,30_2_M,15.018.0-MAA000154-30_2_M-1
19,0,0.36200026559865855,0.019.0,MAA000154,30_2_M,0.019.0-MAA000154-30_2_M-1
19,1,0.3302814375957146,1.019.0,MAA000154,30_2_M,1.019.0-MAA000154-30_2_M-1
19,2,0.9359284223773772,2.019.0,MAA000154,30_2_M,2.019.0-MAA000154-30_2_M-1
19,3,3.3090126152448542,3.019.0,MAA000154,30_2_M,3.019.0-MAA000154-30_2_M-1
19,4,0.9086594096074937,4.019.0,MAA000154,30_2_M,4.019.0-MAA000154-30_2_M-1
19,5,3.9938873470998133,5.019.0,MAA000154,30_2_M,5.019.0-MAA000154-30_2_M-1
19,6,1.29279093470502,6.019.0,MAA000154,30_2_M,6.019.0-MAA000154-30_2_M-1
19,7,0.2804298814432243,7.019.0,MAA000154,30_2_M,7.019.0-MAA000154-30_2_M-1
19,8,0.8251838399883209,8.019.0,MAA000154,30_2_M,8.019.0-MAA000154-30_2_M-1
19,9,0.20541649067177334,9.019.0,MAA000154,30_2_M,9.019.0-MAA000154-30_2_M-1
19,10,0.293425541134083,10.019.0,MAA000154,30_2_M,10.019.0-MAA000154-30_2_M-1
19,11,0.3167562941153727,11.019.0,MAA000154,30_2_M,11.019.0-MAA000154-30_2_M-1
19,12,1.574475115487061,12.019.0,MAA000154,30_2_M,12.019.0-MAA000154-30_2_M-1
19,13,0.3576377016446776,13.019.0,MAA000154,30_2_M,13.019.0-MAA000154-30_2_M-1
19,14,0.46473207298840297,14.019.0,MAA000154,30_2_M,14.019.0-MAA000154-30_2_M-1
19,15,0.9465503691880698,15.019.0,MAA000154,30_2_M,15.019.0-MAA000154-30_2_M-1
20,0,0.24368992161269845,0.020.0,MAA000154,30_2_M,0.020.0-MAA000154-30_2_M-1
20,1,1.401792881958486,1.020.0,MAA000154,30_2_M,1.020.0-MAA000154-30_2_M-1
20,2,1.7454840368141096,2.020.0,MAA000154,30_2_M,2.020.0-MAA000154-30_2_M-1
20,3,0.3039339417596721,3.020.0,MAA000154,30_2_M,3.020.0-MAA000154-30_2_M-1
20,4,0.9914202358720143,4.020.0,MAA000154,30_2_M,4.020.0-MAA000154-30_2_M-1
20,5,1.1764790035768833,5.020.0,MAA000154,30_2_M,5.020.0-MAA000154-30_2_M-1
20,6,0.30494390519559367,6.020.0,MAA000154,30_2_M,6.020.0-MAA000154-30_2_M-1
20,7,2.188324915725209,7.020.0,MAA000154,30_2_M,7.020.0-MAA000154-30_2_M-1
20,8,1.5447152579829049,8.020.0,MAA000154,30_2_M,8.020.0-MAA000154-30_2_M-1
20,9,1.3973729473004526,9.020.0,MAA000154,30_2_M,9.020.0-MAA000154-30_2_M-1
20,10,0.19590968692109823,10.020.0,MAA000154,30_2_M,10.020.0-MAA000154-30_2_M-1
20,11,0.23695842567055586,11.020.0,MAA000154,30_2_M,11.020.0-MAA000154-30_2_M-1
20,12,3.516582212952265,12.020.0,MAA000154,30_2_M,12.020.0-MAA000154-30_2_M-1
20,13,0.3728265955425377,13.020.0,MAA000154,30_2_M,13.020.0-MAA000154-30_2_M-1
20,14,0.7081619463975366,14.020.0,MAA000154,30_2_M,14.020.0-MAA000154-30_2_M-1
20,15,1.8142332638368444,15.020.0,MAA000154,30_2_M,15.020.0-MAA000154-30_2_M-1
21,0,1.226625779810643,0.021.0,MAA000154,30_2_M,0.021.0-MAA000154-30_2_M-1
21,1,0.17486898120989824,1.021.0,MAA000154,30_2_M,1.021.0-MAA000154-30_2_M-1
21,2,0.36366521123917783,2.021.0,MAA000154,30_2_M,2.021.0-MAA000154-30_2_M-1
21,3,0.3558950665090874,3.021.0,MAA000154,30_2_M,3.021.0-MAA000154-30_2_M-1
21,4,1.4412280696564712,4.021.0,MAA000154,30_2_M,4.021.0-MAA000154-30_2_M-1
21,5,1.2984084828101459,5.021.0,MAA000154,30_2_M,5.021.0-MAA000154-30_2_M-1
21,6,1.278791287693245,6.021.0,MAA000154,30_2_M,6.021.0-MAA000154-30_2_M-1
21,7,0.9326092881033484,7.021.0,MAA000154,30_2_M,7.021.0-MAA000154-30_2_M-1
21,8,2.8616155462535975,8.021.0,MAA000154,30_2_M,8.021.0-MAA000154-30_2_M-1
21,9,0.1766701822725419,9.021.0,MAA000154,30_2_M,9.021.0-MAA000154-30_2_M-1
21,10,0.48347795053750886,10.021.0,MAA000154,30_2_M,10.021.0-MAA000154-30_2_M-1
21,11,1.597452082460028,11.021.0,MAA000154,30_2_M,11.021.0-MAA000154-30_2_M-1
21,12,3.793752036459187,12.021.0,MAA000154,30_2_M,12.021.0-MAA000154-30_2_M-1
21,13,4.250891368132334,13.021.0,MAA000154,30_2_M,13.021.0-MAA000154-30_2_M-1
21,14,3.804656055898137,14.021.0,MAA000154,30_2_M,14.021.0-MAA000154-30_2_M-1
21,15,0.1655725367074151,15.021.0,MAA000154,30_2_M,15.021.0-MAA000154-30_2_M-1
22,0,0.27696373474006136,0.022.0,MAA000154,30_2_M,0.022.0-MAA000154-30_2_M-1
22,1,1.4622783371516799,1.022.0,MAA000154,30_2_M,1.022.0-MAA000154-30_2_M-1
22,2,0.8964609636583625,2.022.0,MAA000154,30_2_M,2.022.0-MAA000154-30_2_M-1
22,3,0.8569684052563249,3.022.0,MAA000154,30_2_M,3.022.0-MAA000154-30_2_M-1
22,4,0.2850792989174669,4.022.0,MAA000154,30_2_M,4.022.0-MAA000154-30_2_M-1
22,5,1.1806909694327268,5.022.0,MAA000154,30_2_M,5.022.0-MAA000154-30_2_M-1
22,6,0.32007303794339925,6.022.0,MAA000154,30_2_M,6.022.0-MAA000154-30_2_M-1
22,7,1.3522951118143185,7.022.0,MAA000154,30_2_M,7.022.0-MAA000154-30_2_M-1
22,8,1.309391386967168,8.022.0,MAA000154,30_2_M,8.022.0-MAA000154-30_2_M-1
22,9,0.3003530536484045,9.022.0,MAA000154,30_2_M,9.022.0-MAA000154-30_2_M-1
22,10,1.2829936917650797,10.022.0,MAA000154,30_2_M,10.022.0-MAA000154-30_2_M-1
22,11,3.6318029054804057,11.022.0,MAA000154,30_2_M,11.022.0-MAA000154-30_2_M-1
22,12,1.4373698898089504,12.022.0,MAA000154,30_2_M,12.022.0-MAA000154-30_2_M-1
22,13,2.102460095326856,13.022.0,MAA000154,30_2_M,13.022.0-MAA000154-30_2_M-1
22,14,0.6463474032271298,14.022.0,MAA000154,30_2_M,14.022.0-MAA000154-30_2_M-1
22,15,1.1936089396285148,15.022.0,MAA000154,30_2_M,15.022.0-MAA000154-30_2_M-1
23,0,0.29020680559214584,0.023.0,MAA000154,30_2_M,0.023.0-MAA000154-30_2_M-1
23,1,0.26859239284042236,1.023.0,MAA000154,30_2_M,1.023.0-MAA000154-30_2_M-1
23,2,0.26586608917493454,2.023.0,MAA000154,30_2_M,2.023.0-MAA000154-30_2_M-1
23,3,0.34327709728657335,3.023.0,MAA000154,30_2_M,3.023.0-MAA000154-30_2_M-1
23,4,0.2834836762110109,4.023.0,MAA000154,30_2_M,4.023.0-MAA000154-30_2_M-1
23,5,0.3562619999704223,5.023.0,MAA000154,30_2_M,5.023.0-MAA000154-30_2_M-1
23,6,0.3586643982026145,6.023.0,MAA000154,30_2_M,6.023.0-MAA000154-30_2_M-1
23,7,0.3753521017438423,7.023.0,MAA000154,30_2_M,7.023.0-MAA000154-30_2_M-1
23,8,0.3137598700516384,8.023.0,MAA000154,30_2_M,8.023.0-MAA000154-30_2_M-1
23,9,0.31782601870134886,9.023.0,MAA000154,30_2_M,9.023.0-MAA000154-30_2_M-1
23,10,0.4065617647483216,10.023.0,MAA000154,30_2_M,10.023.0-MAA000154-30_2_M-1
23,11,0.31965231944701533,11.023.0,MAA000154,30_2_M,11.023.0-MAA000154-30_2_M-1
23,12,0.3182395658597262,12.023.0,MAA000154,30_2_M,12.023.0-MAA000154-30_2_M-1
23,13,0.42211400643851327,13.023.0,MAA000154,30_2_M,13.023.0-MAA000154-30_2_M-1
23,14,0.2422759728024082,14.023.0,MAA000154,30_2_M,14.023.0-MAA000154-30_2_M-1
23,15,-0.46120240506452703,15.023.0,MAA000154,30_2_M,15.023.0-MAA000154-30_2_M-1
24,0,7.75320312886225,0.024.0,MAA000154,30_2_M,0.024.0-MAA000154-30_2_M-1
24,1,7.231000637901731,1.024.0,MAA000154,30_2_M,1.024.0-MAA000154-30_2_M-1
24,2,6.401795557327069,2.024.0,MAA000154,30_2_M,2.024.0-MAA000154-30_2_M-1
24,3,6.604572310800106,3.024.0,MAA000154,30_2_M,3.024.0-MAA000154-30_2_M-1
24,4,4.289367986983445,4.024.0,MAA000154,30_2_M,4.024.0-MAA000154-30_2_M-1
24,5,4.298697897729958,5.024.0,MAA000154,30_2_M,5.024.0-MAA000154-30_2_M-1
24,6,1.8982658073745253,6.024.0,MAA000154,30_2_M,6.024.0-MAA000154-30_2_M-1
24,7,1.9251009541950128,7.024.0,MAA000154,30_2_M,7.024.0-MAA000154-30_2_M-1
24,8,0.6789805768259082,8.024.0,MAA000154,30_2_M,8.024.0-MAA000154-30_2_M-1
24,9,0.6640247514132607,9.024.0,MAA000154,30_2_M,9.024.0-MAA000154-30_2_M-1
24,10,0.07073876290887776,10.024.0,MAA000154,30_2_M,10.024.0-MAA000154-30_2_M-1
24,11,0.09991296114249969,11.024.0,MAA000154,30_2_M,11.024.0-MAA000154-30_2_M-1
24,12,-0.20719361287273996,12.024.0,MAA000154,30_2_M,12.024.0-MAA000154-30_2_M-1
24,13,-0.2084677205919026,13.024.0,MAA000154,30_2_M,13.024.0-MAA000154-30_2_M-1
24,14,-0.5097033592257849,14.024.0,MAA000154,30_2_M,14.024.0-MAA000154-30_2_M-1
24,15,-0.5188563769681372,15.024.0,MAA000154,30_2_M,15.024.0-MAA000154-30_2_M-1
